run,n_value,f_schumann_hz,f_golden_hz,latitude,longitude,depth_km,magnitude_mw,alpha_event,resonance_score,proximity_2027
1152,18277.06900,7.42080,14030.18000,-38.12100,102.63500,58.70000,8.90000,8.50195,0.65195,0.64625
1153,18003.05020,8.20060,13354.02000,53.82400,17.55300,28.50000,7.52000,7.90807,0.05807,0.05237
1154,18850.49010,8.04930,14005.51000,-29.63300,58.05600,58.40000,8.59000,8.04927,0.19927,0.19357
1155,18679.21050,7.70820,14049.30000,-36.04000,-176.64700,86.50000,7.93000,7.92642,0.07642,0.07072
1156,17806.88060,7.32320,13854.20000,54.26700,-143.69000,46.40000,7.92000,7.83907,0.01093,0.00523
1157,17653.27510,7.65740,13545.63000,-24.40400,-94.15100,47.70000,8.07000,7.91529,0.06529,0.05959
1158,18358.07820,8.10690,13780.76000,-47.10000,-133.30100,47.80000,9.17000,9.57060,1.72060,1.71490
1159,17244.27550,7.38930,13417.35000,12.93500,-46.46700,91.00000,7.85000,7.88569,0.03569,0.02999
1160,17156.63210,8.15180,13544.41000,-13.70100,100.47000,90.40000,7.77000,7.86981,0.01981,0.01411
1161,18511.38910,7.55660,13473.71000,53.67800,28.59600,50.40000,9.09000,9.18347,1.33347,1.32777
1162,18492.69180,8.03210,13784.04000,56.63900,44.59900,78.90000,9.13000,9.35570,1.50570,1.50000
1163,17497.39650,7.53610,13904.25000,45.73800,98.08800,53.70000,8.28000,7.95378,0.10378,0.09808
1164,18234.22600,7.71610,13964.76000,-26.73800,-126.39700,74.90000,7.85000,7.91058,0.06058,0.05488
1165,18402.13240,7.71540,13361.13000,37.98000,-34.06300,58.80000,8.64000,8.15061,0.30061,0.29491
1166,17423.50570,7.61900,13141.96000,54.54300,0.80000,62.60000,7.59000,7.90904,0.05904,0.05334
1167,18915.98320,8.74700,14013.39000,29.85100,60.09600,38.80000,9.21000,9.80303,1.95303,1.94733
1168,17407.55550,7.37370,13751.90000,11.19800,-19.97300,26.50000,8.12000,7.91907,0.06907,0.06337
1169,18637.33100,8.31200,13737.76000,0.10100,147.05100,69.00000,8.66000,8.14938,0.29938,0.29368
1170,17979.91300,7.08580,13626.88000,53.16800,-11.24100,8.50000,8.41000,8.01695,0.16695,0.16125
1171,18486.79010,8.33890,13868.61000,-59.75800,78.84600,68.50000,7.99000,7.86684,0.01684,0.01114
1172,18259.00690,7.77600,13686.64000,-23.60600,-109.83300,37.80000,7.74000,7.89478,0.04478,0.03908
1173,19365.55730,8.01890,14028.20000,40.56800,78.63700,9.00000,8.50000,8.04876,0.19876,0.19306
1174,18257.66500,7.85980,13372.36000,-3.78200,169.24000,69.20000,9.00000,8.78055,0.93055,0.92485
1175,18212.03100,8.02510,14206.37000,41.61500,-21.90200,11.20000,8.96000,8.69296,0.84296,0.83726
1176,18831.78000,7.39960,14045.76000,57.11800,84.97300,78.80000,8.22000,7.94522,0.09522,0.08952
1177,17540.11080,7.11560,13601.16000,-58.48200,-83.99100,85.10000,7.65000,7.88209,0.03209,0.02639
1178,20070.41100,8.52910,13781.15000,-4.72800,93.00900,50.10000,9.29000,10.34197,2.49197,2.48627
1179,17397.93070,7.49920,13892.40000,7.30600,-89.56100,60.20000,7.59000,7.86628,0.01628,0.01058
1180,18052.20960,7.77350,14123.01000,32.41600,-8.94700,16.70000,8.47000,8.03991,0.18991,0.18421
1181,17885.23340,7.50560,13219.20000,11.24100,-47.10100,57.00000,7.54000,7.87351,0.02351,0.01781
1182,18378.69220,8.25630,13752.20000,-26.77100,-113.38000,66.20000,7.56000,7.89554,0.04554,0.03984
1183,18423.12350,7.91040,13924.75000,-38.53000,-165.50000,43.10000,8.56000,8.10806,0.25806,0.25236
1184,17050.36950,7.63930,13759.65000,-29.49000,-11.76500,39.40000,7.72000,7.83845,0.01155,0.00585
1185,18679.01570,8.15170,13759.15000,-53.77900,83.82200,40.90000,9.16000,9.42222,1.57222,1.56652
1186,17979.79370,8.02910,13741.91000,17.62200,36.40100,65.00000,7.98000,7.91563,0.06563,0.05993
1187,17729.27120,7.11340,14260.61000,38.68700,-156.87600,26.10000,8.81000,8.28873,0.43873,0.43303
1188,18001.04530,7.65820,14100.48000,-26.87500,124.50700,39.00000,8.20000,7.92784,0.07784,0.07214
1189,18454.32470,7.25990,13367.93000,-58.81300,-154.17300,16.20000,7.90000,7.92098,0.07098,0.06528
1190,18260.57740,7.68730,13713.45000,-22.89400,46.65800,97.10000,8.61000,8.06697,0.21697,0.21127
1191,18348.82740,7.86090,13671.26000,-36.56400,-151.73300,84.40000,8.98000,8.76906,0.91906,0.91336
1192,18618.15060,7.94340,13565.16000,-53.94000,-120.11700,60.00000,8.44000,8.02810,0.17810,0.17240
1193,18450.92680,7.88020,13739.18000,-24.79100,95.86300,56.80000,9.01000,8.82119,0.97119,0.96549
1194,17986.37240,7.99440,13899.58000,51.09000,-23.61500,36.90000,9.30000,10.52773,2.67773,2.67203
1195,18797.31380,8.71770,13641.04000,-20.60000,22.83400,22.60000,7.53000,7.83471,0.01529,0.00959
1196,17488.52410,8.31160,13573.66000,-23.25200,125.01300,22.10000,9.10000,9.18442,1.33442,1.32872
1197,18505.11510,7.96180,13828.52000,24.48700,151.16000,65.40000,8.31000,7.92601,0.07601,0.07031
1198,18595.30130,8.41990,14140.05000,-55.36300,161.51700,84.20000,9.25000,10.08986,2.23986,2.23416
1199,18601.74400,8.08840,13797.38000,16.21800,172.93500,51.00000,8.78000,8.27259,0.42259,0.41689
1200,18181.92130,8.22710,13736.93000,-29.82900,-133.78300,74.40000,8.15000,7.94764,0.09764,0.09194
1201,18470.06080,7.45840,13347.36000,-3.45300,112.18100,22.80000,7.59000,7.86532,0.01532,0.00962
1202,18594.11050,7.48410,13504.78000,-18.16300,-177.54100,21.00000,8.94000,8.63215,0.78215,0.77645
1203,18319.04140,8.29480,13495.36000,31.17700,-125.76900,10.80000,9.12000,9.23228,1.38228,1.37658
1204,18074.22310,7.71030,13855.99000,7.37200,53.43500,64.30000,8.78000,8.29790,0.44790,0.44220
1205,17245.66960,7.49250,13793.70000,-51.47000,36.93400,24.10000,8.38000,7.92544,0.07544,0.06974
1206,18925.96810,8.64790,13766.66000,51.02500,-91.93000,16.50000,7.55000,7.84554,0.00446,0.00124
1207,18254.78340,7.87310,13968.05000,16.62300,126.65300,33.90000,8.25000,7.92269,0.07269,0.06699
1208,19060.95740,7.93980,13733.01000,50.51700,-5.94400,93.30000,8.11000,7.94660,0.09660,0.09090
1209,18180.96300,7.39650,13314.37000,-32.75200,-150.15700,40.20000,8.04000,7.93889,0.08889,0.08319
1210,17886.02340,7.36660,14314.19000,-36.39400,131.56600,80.30000,9.43000,12.02369,4.17369,4.16799
1211,18347.73530,8.02960,13723.36000,21.28300,48.25200,63.90000,9.01000,8.84335,0.99335,0.98765
1212,18217.16370,7.35270,13545.79000,-18.99300,-60.92600,45.50000,9.18000,9.57931,1.72931,1.72361
1213,18347.33970,7.48460,13494.17000,53.96000,-91.18300,14.70000,8.87000,8.42693,0.57693,0.57123
1214,18251.09810,8.42910,13917.68000,-30.65400,176.49000,15.90000,8.03000,7.92742,0.07742,0.07172
1215,18319.88520,8.52450,13672.05000,-47.46700,-164.08800,49.20000,8.60000,8.14164,0.29164,0.28594
1216,18028.68850,7.67780,13637.96000,55.32700,-171.58300,94.80000,8.73000,8.18005,0.33005,0.32435
1217,18049.72020,7.89630,14123.30000,35.03500,-10.52000,67.50000,8.19000,7.95334,0.10334,0.09764
1218,17780.55010,7.57910,13751.22000,-2.11900,-85.94500,44.20000,8.90000,8.51396,0.66396,0.65826
1219,18296.34710,8.14650,13809.73000,-19.51000,-139.28500,20.40000,8.14000,7.93722,0.08722,0.08152
1220,17962.95170,7.76020,14049.54000,-31.41000,-39.44800,92.20000,8.78000,8.27676,0.42676,0.42106
1221,18046.85520,7.31370,13837.15000,16.33700,-117.17500,50.70000,9.11000,9.19205,1.34205,1.33635
1222,17828.51830,7.34630,14270.14000,52.83000,52.66900,85.70000,8.46000,8.04286,0.19286,0.18716
1223,18609.54250,7.83600,13540.19000,48.52500,35.12200,37.20000,9.34000,10.86291,3.01291,3.00721
1224,18483.06420,8.23000,13294.18000,-48.41600,108.96600,65.90000,8.08000,7.89465,0.04465,0.03895
1225,18659.30650,7.89440,13318.64000,22.50600,77.92700,32.20000,7.90000,7.90025,0.05025,0.04455
1226,17520.56700,6.98550,13655.42000,-42.58400,29.29500,26.80000,8.01000,7.84322,0.00678,0.00108
1227,18375.02480,8.03400,13774.23000,-39.14100,1.21200,16.50000,8.42000,7.94449,0.09449,0.08879
1228,17715.70710,7.74520,13705.71000,-39.77600,121.27400,22.20000,9.28000,10.31297,2.46297,2.45727
1229,17895.96590,7.47550,13322.96000,36.34300,-1.88300,51.10000,7.79000,7.91468,0.06468,0.05898
1230,17289.87570,7.86110,13701.54000,29.66400,-89.92500,25.50000,7.67000,7.85277,0.00277,0.00293
1231,18672.27530,7.44120,13742.22000,-53.39700,-86.41600,47.90000,8.07000,7.91554,0.06554,0.05984
1232,18901.65860,8.26110,13411.25000,26.47300,57.92500,27.70000,7.75000,7.90313,0.05313,0.04743
1233,18426.19850,8.36120,14045.19000,35.54600,44.40100,82.90000,8.25000,7.97486,0.12486,0.11916
1234,18458.40940,7.85700,13743.96000,57.71500,124.14500,17.40000,8.96000,8.64514,0.79514,0.78944
1235,17927.90490,8.09370,13825.90000,55.61400,173.25300,37.70000,7.62000,7.83100,0.01900,0.01330
1236,17834.37990,7.72810,13838.03000,-29.65400,109.07700,9.80000,8.56000,8.05917,0.20917,0.20347
1237,18647.33200,8.08510,13433.44000,-59.60500,-94.44900,71.10000,9.12000,9.26007,1.41007,1.40437
1238,18593.05730,7.67530,13585.59000,47.78200,27.23400,6.80000,8.01000,7.93534,0.08534,0.07964
1239,18830.30800,8.44060,13703.99000,1.96200,-14.37700,17.00000,8.04000,7.89763,0.04763,0.04193
1240,18568.87220,8.20260,13750.47000,-24.65800,-161.87000,87.60000,7.60000,7.90635,0.05635,0.05065
1241,18382.80730,7.61040,13838.90000,35.23300,-73.45300,56.40000,9.40000,11.57453,3.72453,3.71883
1242,18047.49740,7.37300,13808.28000,17.17500,120.59200,26.10000,8.30000,7.94014,0.09014,0.08444
1243,18110.10730,7.72990,13629.64000,17.35000,48.36100,21.30000,8.00000,7.91344,0.06344,0.05774
1244,18316.37260,7.71210,13652.50000,-38.74300,-1.35000,12.70000,8.47000,7.96738,0.11738,0.11168
1245,17380.19520,7.56310,13949.66000,11.31300,15.81200,66.20000,9.33000,10.72811,2.87811,2.87241
1246,17779.44860,8.23610,13510.88000,49.30000,64.39700,31.50000,9.40000,11.52078,3.67078,3.66508
1247,18797.21210,8.47510,13805.38000,-50.39600,70.17400,63.80000,7.95000,7.85738,0.00738,0.00168
1248,18034.81430,7.40350,13874.09000,-0.84000,-49.12600,29.30000,9.22000,9.80607,1.95607,1.95037
1249,18637.39590,8.13220,13326.07000,3.66100,130.44000,9.50000,8.43000,7.98857,0.13857,0.13287
1250,17782.91870,7.24640,13801.71000,40.75500,-8.40400,63.80000,8.70000,8.22273,0.37273,0.36703
1251,17346.20550,7.49670,13947.29000,-40.69300,51.35600,5.50000,7.64000,7.82643,0.02357,0.01787
1252,18225.08450,8.07250,13759.66000,-45.36100,101.64800,72.40000,8.50000,8.01610,0.16610,0.16040
1253,17778.89200,7.85960,13858.42000,-31.70300,77.91700,12.60000,8.92000,8.54311,0.69311,0.68741
1254,18214.30630,7.56550,13658.34000,-44.69300,-73.14900,95.70000,9.07000,9.04981,1.19981,1.19411
1255,19050.86630,8.08320,13313.37000,-58.86000,-111.19900,96.10000,8.91000,8.55635,0.70635,0.70065
1256,18440.58340,7.95730,13776.22000,-56.09900,56.52900,51.30000,8.59000,8.05432,0.20432,0.19862
1257,17709.48470,7.29290,14030.60000,34.60300,158.68100,29.70000,9.20000,9.67945,1.82945,1.82375
1258,18621.38980,7.93530,13770.33000,-11.58700,-163.03200,78.00000,8.43000,8.01233,0.16233,0.15663
1259,18070.24850,8.16250,13617.37000,-41.12500,179.26800,56.20000,8.65000,8.18015,0.33015,0.32445
1260,18671.23710,7.88490,13658.13000,-32.76300,-177.40800,77.20000,8.59000,8.12548,0.27548,0.26978
1261,18398.04910,8.17180,13878.37000,-18.65900,31.09600,14.60000,9.38000,11.24862,3.39862,3.39292
1262,18213.05150,7.40020,13705.32000,37.42200,-81.92500,27.20000,7.79000,7.86232,0.01232,0.00662
1263,18422.60150,7.91160,13159.53000,-50.83900,123.35100,13.10000,8.68000,8.17325,0.32325,0.31755
1264,18296.39230,8.18620,14501.63000,-0.11800,14.20200,49.60000,8.51000,8.03339,0.18339,0.17769
1265,18516.68430,8.20920,13736.74000,51.70700,118.28000,8.00000,8.07000,7.89365,0.04365,0.03795
1266,18454.38110,7.88460,14094.29000,45.10400,54.99400,74.10000,8.31000,7.98696,0.13696,0.13126
1267,18631.11690,8.11260,13857.43000,6.81400,-71.09100,90.40000,8.49000,8.01971,0.16971,0.16401
1268,18072.97140,7.00780,13780.01000,49.94300,142.34700,75.30000,9.22000,9.84668,1.99668,1.99098
1269,18267.04730,7.50850,14051.90000,40.05500,130.52800,75.60000,8.21000,7.90835,0.05835,0.05265
1270,18443.55700,7.91730,13535.01000,6.57200,-26.72500,20.20000,7.68000,7.87555,0.02555,0.01985
1271,18403.62620,7.59630,13523.31000,-31.69800,90.82500,16.40000,9.22000,9.85522,2.00522,1.99952
1272,18191.52930,7.46760,13992.83000,-52.36500,177.75400,14.90000,8.71000,8.24094,0.39094,0.38524
1273,18584.81860,8.20290,13550.48000,59.74000,138.46100,80.50000,9.37000,11.19116,3.34116,3.33546
1274,18294.52190,7.95520,13518.54000,-14.36100,74.90700,88.50000,8.78000,8.28105,0.43105,0.42535
1275,17918.44150,7.70670,13752.82000,-50.00200,112.53100,33.90000,8.48000,8.00973,0.15973,0.15403
1276,17509.30490,7.12250,13985.67000,-24.85000,-170.19200,80.80000,9.46000,12.40571,4.55571,4.55001
1277,18097.09630,8.18870,13739.69000,-42.07400,99.57100,69.30000,7.82000,7.86556,0.01556,0.00986
1278,18455.51020,8.22100,13951.64000,-4.38300,-75.37700,55.30000,8.73000,8.22082,0.37082,0.36512
1279,18619.16060,7.72210,13886.43000,-52.15700,139.40900,11.90000,8.44000,8.01151,0.16151,0.15581
1280,18688.84730,8.00870,13919.05000,44.21700,104.85200,93.10000,9.19000,9.64904,1.79904,1.79334
1281,18342.19290,7.57770,14034.68000,-6.46800,-118.88300,75.30000,7.98000,7.89570,0.04570,0.04000
1282,17566.42470,7.65690,13698.66000,-47.55700,-52.05600,34.10000,8.42000,7.97443,0.12443,0.11873
1283,18807.21010,8.22950,13358.79000,-59.57900,-59.18400,31.00000,9.25000,10.02329,2.17329,2.16759
1284,18556.01250,7.92420,13844.38000,-52.00700,95.54200,46.60000,7.95000,7.87039,0.02039,0.01469
1285,18562.12790,7.87190,13820.95000,11.86500,80.35800,57.00000,8.81000,8.34395,0.49395,0.48825
1286,17562.70230,7.35990,13860.17000,8.39800,44.17500,25.10000,9.41000,11.68075,3.83075,3.82505
1287,18093.95810,7.63130,13418.34000,18.82700,-80.23800,65.10000,8.82000,8.35327,0.50327,0.49757
1288,17925.50550,6.81210,13741.26000,-26.00800,169.21700,34.80000,8.87000,8.48053,0.63053,0.62483
1289,18009.30150,8.20450,13165.17000,-1.56000,132.09000,29.80000,9.42000,11.74807,3.89807,3.89237
1290,18266.55680,7.74070,13327.78000,58.93100,-63.32600,38.80000,9.05000,8.96796,1.11796,1.11226
1291,18176.12400,8.01600,13615.07000,31.49900,133.79900,54.70000,8.27000,7.92340,0.07340,0.06770
1292,17649.40270,7.66700,14358.52000,41.31700,-77.95800,63.90000,8.06000,7.88669,0.03669,0.03099
1293,17557.82360,8.06530,13321.38000,4.54200,-166.01500,60.60000,9.09000,9.11482,1.26482,1.25912
1294,18415.41580,7.83690,13337.25000,33.22100,-17.14900,15.10000,8.66000,8.17220,0.32220,0.31650
1295,18414.24530,7.92270,13557.85000,-10.56100,-45.63600,94.60000,8.88000,8.47524,0.62524,0.61954
1296,18420.29460,8.42190,13338.03000,-29.92300,-105.70900,96.20000,8.61000,8.12830,0.27830,0.27260
1297,17993.82370,7.63040,13342.77000,0.59400,-75.60300,19.90000,8.45000,7.99925,0.14925,0.14355
1298,18164.30270,7.92160,13769.17000,40.52900,-0.12700,61.90000,8.59000,8.12463,0.27463,0.26893
1299,18547.55030,8.24100,14013.96000,16.40300,179.30800,96.10000,8.29000,7.92009,0.07009,0.06439
1300,18596.93360,8.40660,13810.50000,-49.85800,97.94800,99.70000,8.52000,8.02704,0.17704,0.17134
1301,17589.44570,7.54760,13605.72000,42.21900,-44.87200,74.50000,9.25000,10.04556,2.19556,2.18986
1302,17688.90410,7.74420,13871.41000,-6.98600,90.87700,74.40000,8.89000,8.48695,0.63695,0.63125
1303,18229.05840,8.16600,14296.34000,29.24200,-149.81500,54.50000,8.93000,8.55869,0.70869,0.70299
1304,18092.41700,7.42950,13698.89000,58.47400,102.44000,94.80000,8.09000,7.91289,0.06289,0.05719
1305,19419.71640,8.17360,13853.18000,-48.42700,-158.43800,63.30000,9.21000,9.81866,1.96866,1.96296
1306,17963.90310,7.64820,14035.60000,58.09200,135.69600,21.20000,7.68000,7.85645,0.00645,0.00075
1307,18594.33740,8.13640,13794.16000,55.27900,-3.01500,73.40000,7.69000,7.90965,0.05965,0.05395
1308,18236.99250,7.89810,13920.03000,-36.34300,4.99700,98.50000,7.78000,7.83278,0.01722,0.01152
1309,18685.72350,8.18600,14020.53000,-52.28200,-11.80000,78.70000,9.34000,10.82718,2.97718,2.97148
1310,17814.40210,7.62680,13716.76000,-30.30900,-156.35300,21.80000,8.87000,8.48589,0.63589,0.63019
1311,17730.75590,7.75400,13890.91000,17.31700,130.61000,37.40000,7.79000,7.86784,0.01784,0.01214
1312,18665.11080,7.24460,13639.42000,-52.08600,-102.38100,89.10000,7.53000,7.89353,0.04353,0.03783
1313,18952.56950,7.93590,14112.09000,-43.09000,140.46200,60.70000,8.06000,7.91723,0.06723,0.06153
1314,17806.87280,7.26600,13304.28000,-41.96100,-104.57200,15.20000,8.45000,8.02700,0.17700,0.17130
1315,18499.57170,7.66640,13864.53000,34.54700,97.76400,33.30000,7.94000,7.89553,0.04553,0.03983
1316,18549.71600,7.92730,13184.94000,-27.69600,149.27700,76.70000,8.73000,8.24112,0.39112,0.38542
1317,17330.11020,7.53730,13731.43000,-51.12000,67.91700,54.60000,8.33000,7.92054,0.07054,0.06484
1318,17655.18350,7.56970,13785.52000,48.06000,-51.11000,32.50000,8.43000,8.00153,0.15153,0.14583
1319,17425.55110,7.71750,13988.83000,-49.68000,95.93700,77.40000,9.46000,12.33646,4.48646,4.48076
1320,18427.35320,7.83260,14019.25000,7.09700,-137.20000,82.80000,8.49000,8.00757,0.15757,0.15187
1321,17536.39000,7.56150,13699.76000,57.94300,-96.48400,83.10000,9.26000,10.08732,2.23732,2.23162
1322,18358.73070,8.46130,14475.28000,24.03600,-51.09700,66.00000,8.11000,7.91307,0.06307,0.05737
1323,18683.40660,7.99390,13522.06000,56.47700,-12.23500,54.90000,8.06000,7.93390,0.08390,0.07820
1324,17652.55920,8.13100,13681.64000,16.02200,59.85300,67.70000,8.12000,7.92674,0.07674,0.07104
1325,17691.54940,8.14790,14152.99000,-25.85400,-175.80100,67.80000,9.13000,9.34751,1.49751,1.49181
1326,17506.27850,7.38920,13499.47000,-58.21300,158.02700,54.70000,7.97000,7.91853,0.06853,0.06283
1327,19030.97700,7.39420,13294.79000,31.23000,-167.77400,5.70000,9.33000,10.66024,2.81024,2.80454
1328,17725.65740,7.57930,13592.52000,-13.46500,155.03600,84.20000,9.10000,9.19374,1.34374,1.33804
1329,19233.02150,8.37550,13326.58000,36.67300,-65.82800,49.80000,8.05000,7.89471,0.04471,0.03901
1330,18154.50710,7.85250,13370.74000,-5.76700,-105.72800,75.50000,8.73000,8.22492,0.37492,0.36922
1331,18088.39670,8.18520,13803.46000,14.45200,-150.75500,96.70000,7.61000,7.84682,0.00318,0.00252
1332,17656.84800,7.36060,13415.85000,5.50900,61.43700,28.60000,8.66000,8.15347,0.30347,0.29777
1333,17934.78630,7.82950,13591.07000,41.91300,14.75300,24.10000,9.03000,8.91915,1.06915,1.06345
1334,18047.23060,8.00710,14587.32000,-23.86700,142.28500,7.70000,8.63000,8.13801,0.28801,0.28231
1335,18166.49510,7.50300,13430.07000,-33.54600,-23.22700,80.50000,7.99000,7.85954,0.00954,0.00384
1336,18375.50510,7.70570,14128.80000,56.51100,105.09300,42.30000,9.08000,9.08713,1.23713,1.23143
1337,18666.06420,7.73260,13499.98000,27.69200,-129.28900,52.20000,9.47000,12.57604,4.72604,4.72034
1338,18438.57980,7.89510,13431.55000,43.75100,8.01300,99.00000,8.56000,8.10636,0.25636,0.25066
1339,18138.96840,8.09470,13787.13000,42.42800,46.37800,96.50000,7.52000,7.90863,0.05863,0.05293
1340,18648.40490,7.98520,13951.65000,-56.65200,-176.17300,45.00000,7.79000,7.91540,0.06540,0.05970
1341,18648.32460,7.73370,13983.27000,34.80200,19.60400,52.10000,9.17000,9.59493,1.74493,1.73923
1342,18161.68060,8.52920,13711.51000,-28.44600,103.76200,17.60000,8.25000,7.92323,0.07323,0.06753
1343,18461.37730,8.15800,13469.08000,43.48400,-153.36600,40.10000,7.76000,7.83000,0.02000,0.01430
1344,18610.98990,7.71200,13856.43000,-21.41400,-142.47000,76.50000,8.55000,8.08560,0.23560,0.22990
1345,19442.51960,8.56340,13962.38000,-2.52200,85.86500,21.70000,7.58000,7.86703,0.01703,0.01133
1346,18257.17140,7.57520,13109.30000,-19.52800,-158.30800,21.90000,8.46000,8.03345,0.18345,0.17775
1347,19350.31870,7.91400,13754.42000,1.76500,-100.78700,71.90000,9.13000,9.29564,1.44564,1.43994
1348,17870.23320,7.40630,13550.66000,-28.48500,-14.10100,91.40000,8.20000,7.88892,0.03892,0.03322
1349,17000.15580,6.72560,13551.82000,47.26600,70.77800,35.60000,8.71000,8.23094,0.38094,0.37524
1350,18677.19360,8.04380,13256.23000,49.99000,151.08500,68.20000,7.93000,7.85969,0.00969,0.00399
1351,17528.82890,7.43070,13935.64000,27.67500,92.35700,37.80000,9.31000,10.58895,2.73895,2.73325
1352,18099.78350,7.45240,13347.13000,26.41300,-97.55200,91.50000,8.85000,8.39362,0.54362,0.53792
1353,18329.04290,7.48540,13786.10000,47.13500,9.09900,26.50000,7.67000,7.91260,0.06260,0.05690
1354,18210.61790,7.64960,13677.35000,44.83900,-37.99600,82.10000,8.21000,7.94465,0.09465,0.08895
1355,18148.75380,7.98290,13852.80000,-22.18800,141.35800,34.50000,8.50000,8.04458,0.19458,0.18888
1356,18214.99120,8.06270,13709.93000,4.32600,-125.73100,97.30000,9.21000,9.79702,1.94702,1.94132
1357,17784.19950,7.22500,13682.66000,-25.45800,141.81100,91.10000,9.24000,9.96883,2.11883,2.11313
1358,18482.96480,7.40800,14232.36000,-58.02600,70.03400,76.50000,7.66000,7.84076,0.00924,0.00354
1359,18855.89710,8.48780,14329.93000,39.83600,-33.85300,61.90000,8.77000,8.29617,0.44617,0.44047
1360,18934.71560,8.00500,13721.97000,42.96800,-122.02400,31.60000,7.63000,7.83263,0.01737,0.01167
1361,18222.14900,8.11970,13323.74000,30.02600,31.25800,10.30000,9.30000,10.49085,2.64085,2.63515
1362,18277.62170,7.89460,13543.93000,54.99200,-42.63300,55.20000,8.74000,8.25567,0.40567,0.39997
1363,18216.08350,8.16460,13483.19000,27.04900,31.42300,25.00000,7.71000,7.90631,0.05631,0.05061
1364,17000.62460,7.10530,13741.89000,19.77200,-28.73600,84.50000,8.70000,8.20659,0.35659,0.35089
1365,18625.60380,7.91490,14131.77000,34.85700,97.81400,28.90000,9.11000,9.24081,1.39081,1.38511
1366,18146.38400,7.79130,13742.53000,14.21700,117.29000,74.80000,8.94000,8.60831,0.75831,0.75261
1367,19337.59060,7.52950,13951.51000,-50.49400,-33.40300,16.70000,9.16000,9.43409,1.58409,1.57839
1368,18242.23220,7.38520,14142.77000,-59.54400,126.47600,28.70000,8.81000,8.35332,0.50332,0.49762
1369,17294.27730,7.61520,13818.05000,21.58300,-22.46700,30.10000,9.31000,10.60242,2.75242,2.74672
1370,18969.84440,8.23060,14068.91000,-23.95800,16.47000,6.90000,8.26000,7.89576,0.04576,0.04006
1371,18820.57620,8.14620,14312.23000,36.38300,-31.78300,95.90000,9.17000,9.56504,1.71504,1.70934
1372,18832.98550,8.26420,14032.79000,3.08900,112.20500,80.70000,7.68000,7.87114,0.02114,0.01544
1373,18163.20760,8.11390,13971.67000,55.66500,20.03500,87.90000,9.13000,9.37624,1.52624,1.52054
1374,18558.27760,7.68690,14025.03000,-42.05500,101.06000,79.80000,8.10000,7.89148,0.04148,0.03578
1375,18217.64730,7.90250,13683.19000,34.30100,-137.51200,53.70000,7.54000,7.82898,0.02102,0.01532
1376,17722.09070,7.43670,13803.15000,32.05100,156.22000,83.40000,8.98000,8.69024,0.84024,0.83454
1377,18611.92540,8.20400,13543.06000,55.11900,-175.74600,53.10000,8.21000,7.88034,0.03034,0.02464
1378,18683.96050,8.29470,13917.17000,-38.64000,-143.03000,68.50000,8.70000,8.23213,0.38213,0.37643
1379,17997.47200,7.68130,13475.18000,-14.47500,-6.64700,83.00000,7.61000,7.85258,0.00258,0.00312
1380,17740.20940,6.92280,13934.33000,-23.71200,-115.19400,36.00000,8.18000,7.93967,0.08967,0.08397
1381,17008.42950,6.97840,14485.02000,-45.04800,90.19500,51.80000,8.30000,7.92507,0.07507,0.06937
1382,18064.46310,7.90570,13570.16000,-26.41200,-145.63100,27.20000,8.16000,7.94729,0.09729,0.09159
1383,18266.27620,7.65730,13673.88000,-7.05200,67.03500,46.70000,8.35000,7.95273,0.10273,0.09703
1384,18328.65360,8.00030,13789.70000,-15.49800,-32.75800,41.30000,9.26000,10.11917,2.26917,2.26347
1385,17913.65990,6.80480,13957.65000,42.93300,-151.47800,71.40000,8.75000,8.20954,0.35954,0.35384
1386,18444.24500,7.91930,13635.38000,45.18200,14.79300,10.00000,8.74000,8.28446,0.43446,0.42876
1387,17468.51580,6.94790,14163.61000,37.15200,-116.54400,85.50000,8.57000,8.04204,0.19204,0.18634
1388,17990.90350,8.12460,13718.00000,27.24400,48.25000,88.30000,9.02000,8.88428,1.03428,1.02858
1389,17774.75800,7.83020,13498.17000,-41.00400,89.53700,16.20000,8.68000,8.14206,0.29206,0.28636
1390,19529.09620,7.82490,13050.17000,-49.65900,4.96900,16.30000,8.40000,7.93125,0.08125,0.07555
1391,18024.20350,7.35890,13611.73000,-45.33700,104.28200,84.40000,9.10000,9.15743,1.30743,1.30173
1392,18515.64720,7.94750,13552.56000,-33.48800,91.15400,95.60000,8.56000,8.05128,0.20128,0.19558
1393,17623.51030,7.43740,14550.54000,52.24100,-177.83200,58.70000,8.62000,8.06753,0.21753,0.21183
1394,18572.58200,8.01060,13265.17000,11.66100,118.18500,54.30000,7.63000,7.86683,0.01683,0.01113
1395,17899.88620,7.68710,13926.62000,52.46000,-151.92300,16.10000,7.54000,7.82058,0.02942,0.02372
1396,17632.49600,7.61390,13607.24000,55.64400,-26.28700,80.00000,8.97000,8.73230,0.88230,0.87660
1397,17938.66890,7.87420,14123.15000,-10.83400,40.57400,8.10000,8.98000,8.69272,0.84272,0.83702
1398,18003.88380,7.86070,13795.30000,22.05400,50.14400,29.00000,9.48000,12.69079,4.84079,4.83509
1399,18003.40810,7.15050,13764.87000,-49.12600,67.02000,7.60000,8.86000,8.40365,0.55365,0.54795
1400,18000.35640,6.91300,13472.76000,-31.82600,115.80700,18.30000,8.76000,8.26797,0.41797,0.41227
